date,adjusted_close
2023-01-03,100.37240600585938
2023-01-04,100.567626953125
2023-01-05,103.61109924316406
2023-01-06,104.90657043457031
2023-01-09,104.13459777832031
2023-01-10,104.77347564697266
2023-01-11,104.91544342041016
2023-01-12,106.61906433105469
2023-01-13,107.78145599365234
2023-01-17,106.69005584716797
2023-01-18,105.19050598144531
2023-01-19,106.15766143798828
2023-01-20,108.07425689697266
2023-01-23,106.59243774414062
2023-01-24,105.42119598388672
2023-01-25,106.80540466308594
2023-01-26,110.60309600830078
2023-01-27,109.68028259277344
2023-01-30,106.94734954833984
2023-01-31,108.13636016845703
2023-02-01,104.43628692626953
2023-02-02,98.75752258300781
2023-02-03,95.92698669433594
2023-02-06,95.37687683105469
2023-02-07,99.39636993408203
2023-02-08,98.30500030517578
2023-02-09,97.54190063476562
2023-02-10,102.09379577636719
2023-02-13,100.09737396240234
2023-02-14,101.20252990722656
2023-02-15,99.50914001464844
2023-02-16,96.576904296875
2023-02-17,92.79795837402344
2023-02-21,93.85856628417969
2023-02-22,92.76231384277344
2023-02-23,93.96551513671875
2023-02-24,93.80509185791016
2023-02-27,94.34874725341797
2023-02-28,92.11168670654297
2023-03-01,94.69635772705078
2023-03-02,96.5501708984375
2023-03-03,96.82644653320312
2023-03-06,97.64642333984375
2023-03-07,95.94410705566406
2023-03-08,95.56977081298828
2023-03-09,94.30419158935547
2023-03-10,92.8870849609375
2023-03-13,89.73202514648438
2023-03-14,90.33807373046875
2023-03-15,84.88356018066406
2023-03-16,85.91744232177734
2023-03-17,84.1259994506836
2023-03-20,85.70352172851562
2023-03-21,88.86749267578125
2023-03-22,87.67322540283203
2023-03-23,85.93525695800781
2023-03-24,85.05290222167969
2023-03-27,86.8800048828125
2023-03-28,87.82160949707031
2023-03-29,89.45377349853516
2023-03-30,89.00537109375
2023-03-31,88.9695053100586
2023-04-03,97.22882843017578
2023-04-04,95.32767486572266
2023-04-05,96.62798309326172
2023-04-06,95.29179382324219
2023-04-10,95.01377868652344
2023-04-11,95.73120880126953
2023-04-12,96.43070983886719
2023-04-13,97.78483581542969
2023-04-14,97.30057525634766
2023-04-17,94.70887756347656
2023-04-18,94.11699676513672
2023-04-19,94.39501190185547
2023-04-20,93.06777954101562
2023-04-21,91.70467376708984
2023-04-24,92.95118713378906
2023-04-25,91.55223083496094
2023-04-26,90.09941864013672
2023-04-27,90.78099060058594
2023-04-28,92.26964569091797
2023-05-01,91.94678497314453
2023-05-02,88.45832824707031
2023-05-03,86.1715316772461
2023-05-04,87.3104476928711
2023-05-05,90.00975036621094
2023-05-08,90.48505401611328
2023-05-09,91.0500259399414
2023-05-10,90.09941864013672
2023-05-11,89.57930755615234
2023-05-12,89.16677856445312
2023-05-15,90.40168762207031
2023-05-16,88.40058135986328
2023-05-17,90.7802963256836
2023-05-18,90.80733489990234
2023-05-19,92.48395538330078
2023-05-22,93.50252532958984
2023-05-23,94.09744262695312
2023-05-24,93.7278823852539
2023-05-25,91.66365814208984
2023-05-26,91.80789947509766
2023-05-30,91.22197723388672
2023-05-31,89.50933074951172
2023-06-01,89.71662902832031
2023-06-02,92.25859832763672
2023-06-05,92.00621032714844
2023-06-06,91.88902282714844
2023-06-07,94.47604370117188
2023-06-08,94.23265838623047
2023-06-09,93.6467514038086
2023-06-12,92.6822509765625
2023-06-13,93.21408081054688
2023-06-14,92.54704284667969
2023-06-15,93.88111877441406
2023-06-16,94.5751953125
2023-06-20,91.97013854980469
2023-06-21,93.4754867553711
2023-06-22,91.4292984008789
2023-06-23,90.55494689941406
2023-06-26,91.86983489990234
2023-06-27,91.39828491210938
2023-06-28,92.95802307128906
2023-06-29,93.45675659179688
2023-06-30,93.95550537109375
2023-07-03,94.51775360107422
2023-07-05,94.32730865478516
2023-07-06,90.99020385742188
2023-07-07,93.61090850830078
2023-07-10,94.6265640258789
2023-07-11,97.42864227294922
2023-07-12,99.12438201904297
2023-07-13,100.24884033203125
2023-07-14,97.1112289428711
2023-07-17,96.52181243896484
2023-07-18,98.6165542602539
2023-07-19,99.27853393554688
2023-07-20,101.2826156616211
2023-07-21,102.37079620361328
2023-07-24,104.0302505493164
2023-07-25,105.3542251586914
2023-07-26,105.94366455078125
2023-07-27,104.99149322509766
2023-07-28,105.12752532958984
2023-07-31,106.750732421875
2023-08-01,106.44239807128906
2023-08-02,104.81919860839844
2023-08-03,104.27511596679688
2023-08-04,103.1143798828125
2023-08-07,103.81262969970703
2023-08-08,104.81919860839844
2023-08-09,105.58999633789062
2023-08-10,105.03683471679688
2023-08-11,106.83232879638672
2023-08-14,106.72352600097656
2023-08-15,105.2025375366211
2023-08-16,104.41018676757812
2023-08-17,106.31368255615234
2023-08-18,106.82371520996094
2023-08-21,106.7508316040039
2023-08-22,105.78543090820312
2023-08-23,105.47577667236328
2023-08-24,104.55589294433594
2023-08-25,106.1224136352539
2023-08-28,107.0331802368164
2023-08-29,107.16069793701172
2023-08-30,108.10789489746094
2023-08-31,108.40843963623047
2023-09-01,111.24092102050781
2023-09-05,111.86933898925781
2023-09-06,112.08792877197266
2023-09-07,110.84929656982422
2023-09-08,111.76917266845703
2023-09-11,109.69263458251953
2023-09-12,112.0970458984375
2023-09-13,111.395751953125
2023-09-14,113.39034271240234
2023-09-15,112.5433349609375
2023-09-18,113.37212371826172
2023-09-19,112.16990661621094
2023-09-20,110.35747528076172
2023-09-21,108.44486236572266
2023-09-22,108.52684783935547
2023-09-25,110.26638793945312
2023-09-26,109.41938781738281
2023-09-27,112.66883087158203
2023-09-28,112.33016967773438
2023-09-29,109.65738677978516
2023-10-02,107.18595123291016
2023-10-03,107.64363861083984
2023-10-04,103.73513793945312
2023-10-05,103.81752014160156
2023-10-06,105.56583404541016
2023-10-09,111.50636291503906
2023-10-10,110.19742584228516
2023-10-11,109.8770523071289
2023-10-12,110.8564682006836
2023-10-13,114.28899383544922
2023-10-16,114.70089721679688
2023-10-17,114.83819580078125
2023-10-18,115.87250518798828
2023-10-19,115.68029022216797
2023-10-20,113.55672454833984
2023-10-23,111.0669937133789
2023-10-24,109.794677734375
2023-10-25,110.21572875976562
2023-10-26,108.29351806640625
2023-10-27,107.82670593261719
2023-10-30,108.13793182373047
2023-10-31,108.74202728271484
2023-11-01,106.79236602783203
2023-11-02,111.68940734863281
2023-11-03,109.61161804199219
2023-11-06,108.43997192382812
2023-11-07,105.49259948730469
2023-11-08,104.76031494140625
2023-11-09,104.4857177734375
2023-11-10,105.8221206665039
2023-11-13,106.12570190429688
2023-11-14,106.2912826538086
2023-11-15,105.82211303710938
2023-11-16,103.02544403076172
2023-11-17,105.41734313964844
2023-11-20,106.1532974243164
2023-11-21,105.9509048461914
2023-11-22,105.6565170288086
2023-11-24,106.24529266357422
2023-11-27,105.61052703857422
2023-11-28,105.776123046875
2023-11-29,104.84696960449219
2023-11-30,106.31887817382812
2023-12-01,106.006103515625
2023-12-04,105.36213684082031
2023-12-05,104.0833969116211
2023-12-06,101.67312622070312
2023-12-07,101.9767074584961
2023-12-08,103.09904479980469
2023-12-11,103.18184661865234
2023-12-12,102.16991424560547
2023-12-13,102.89665222167969
2023-12-14,105.74851989746094
2023-12-15,105.371337890625
2023-12-18,105.70252227783203
2023-12-19,107.16525268554688
2023-12-20,107.34923553466797
2023-12-21,107.47802734375
2023-12-22,108.24159240722656
2023-12-26,109.49271392822266
2023-12-27,109.0051498413086
2023-12-28,107.1744384765625
2023-12-29,106.77886962890625
2024-01-02,108.17719268798828
2024-01-03,110.32987976074219
2024-01-04,107.15604400634766
2024-01-05,107.2020492553711
2024-01-08,105.33454132080078
2024-01-09,103.73382568359375
2024-01-10,102.28031158447266
2024-01-11,102.11470794677734
2024-01-12,102.75867462158203
2024-01-16,99.94361114501953
2024-01-17,98.95926666259766
2024-01-18,98.37049865722656
2024-01-19,99.23524475097656
2024-01-22,99.41006469726562
2024-01-23,99.34564208984375
2024-01-24,100.89116668701172
2024-01-25,103.08065795898438
2024-01-26,103.24626159667969
2024-01-29,102.66667175292969
2024-01-30,104.92056274414062
2024-01-31,102.91507720947266
2024-02-01,102.46427154541016
2024-02-02,101.7743148803711
2024-02-05,101.16716003417969
2024-02-06,102.59308624267578
2024-02-07,103.32904815673828
2024-02-08,104.78258514404297
2024-02-09,102.26190948486328
2024-02-12,102.20670318603516
2024-02-13,100.9831771850586
2024-02-14,101.3051528930664
2024-02-15,102.84315490722656
2024-02-16,102.44475555419922
2024-02-20,101.49044799804688
2024-02-21,104.57575225830078
2024-02-22,103.97351837158203
2024-02-23,103.31570434570312
2024-02-26,104.1588134765625
2024-02-27,103.40834045410156
2024-02-28,103.80673217773438
2024-02-29,104.27000427246094
2024-03-01,105.84507751464844
2024-03-04,103.43612670898438
2024-03-05,103.0469970703125
2024-03-06,103.76040649414062
2024-03-07,104.45529174804688
2024-03-08,104.69619750976562
2024-03-11,106.78085327148438
2024-03-12,106.5677490234375
2024-03-13,108.91184997558594
2024-03-14,110.97795867919922
2024-03-15,111.21885681152344
2024-03-18,111.42269897460938
2024-03-19,113.05335998535156
2024-03-20,112.9514389038086
2024-03-21,114.43386840820312
2024-03-22,113.9891357421875
2024-03-25,116.9540023803711
2024-03-26,116.73162841796875
2024-03-27,117.5191650390625
2024-03-28,117.92683410644531
2024-04-01,119.22394561767578
2024-04-02,121.0677261352539
2024-04-03,121.95716094970703
2024-04-04,122.06834411621094
2024-04-05,123.7082748413086
2024-04-08,122.6891098022461
2024-04-09,122.53160095214844
2024-04-10,123.0597152709961
2024-04-11,123.1523666381836
2024-04-12,121.55875396728516
2024-04-15,120.67858123779297
2024-04-16,120.011474609375
2024-04-17,118.89967346191406
2024-04-18,118.41787719726562
2024-04-19,119.87252044677734
2024-04-22,119.82618713378906
2024-04-23,120.29871368408203
2024-04-24,119.77985382080078
2024-04-25,120.54887390136719
2024-04-26,120.66932678222656
2024-04-29,120.6507797241211
2024-04-30,116.3888168334961
2024-05-01,115.20287322998047
2024-05-02,113.26644897460938
2024-05-03,113.24793243408203
2024-05-06,114.47091674804688
2024-05-07,114.46165466308594
2024-05-08,114.01693725585938
