date,adjusted_close
2023-01-03,47.32597732543945
2023-01-04,47.88243103027344
2023-01-05,48.79465103149414
2023-01-06,51.002227783203125
2023-01-09,50.48225784301758
2023-01-10,51.50394058227539
2023-01-11,52.18810272216797
2023-01-12,52.69895553588867
2023-01-13,52.23371887207031
2023-01-17,51.978302001953125
2023-01-18,53.55644226074219
2023-01-19,53.08208084106445
2023-01-20,54.131141662597656
2023-01-23,57.67966842651367
2023-01-24,56.767459869384766
2023-01-25,56.78570556640625
2023-01-26,62.95231628417969
2023-01-27,62.93406295776367
2023-01-30,60.899803161621094
2023-01-31,61.83027648925781
2023-02-01,64.30238342285156
2023-02-02,66.0173568725586
2023-02-03,64.66728973388672
2023-02-06,63.627342224121094
2023-02-07,65.0412826538086
2023-02-08,64.8405990600586
2023-02-09,63.672977447509766
2023-02-10,65.0230484008789
2023-02-13,65.06867218017578
2023-02-14,66.09947204589844
2023-02-15,65.65247344970703
2023-02-16,64.33888244628906
2023-02-17,64.09259033203125
2023-02-21,61.191715240478516
2023-02-22,60.562286376953125
2023-02-23,61.191715240478516
2023-02-24,60.28862380981445
2023-02-27,58.610137939453125
2023-02-28,58.89292907714844
2023-03-01,58.49155807495117
2023-03-02,59.16659164428711
2023-03-03,58.90205383300781
2023-03-06,57.761775970458984
2023-03-07,56.68535232543945
2023-03-08,58.0445671081543
2023-03-09,57.69792556762695
2023-03-10,56.32958984375
2023-03-13,55.04336166381836
2023-03-14,55.66366958618164
2023-03-15,54.596370697021484
2023-03-16,55.82787322998047
2023-03-17,55.6910400390625
2023-03-20,56.61237716674805
2023-03-21,57.29512023925781
2023-03-22,55.83737564086914
2023-03-23,56.83380889892578
2023-03-24,56.87071990966797
2023-03-27,57.212093353271484
2023-03-28,55.754337310791016
2023-03-29,58.85436248779297
2023-03-30,59.95228958129883
2023-03-31,61.00408172607422
2023-04-03,60.6627082824707
2023-04-04,60.28443145751953
2023-04-05,59.841575622558594
2023-04-06,59.41716766357422
2023-04-10,61.2162971496582
2023-04-11,61.70526123046875
2023-04-12,61.24396514892578
2023-04-13,60.29365539550781
2023-04-14,59.011207580566406
2023-04-17,59.27876663208008
2023-04-18,59.297218322753906
2023-04-19,57.996315002441406
2023-04-20,52.66353988647461
2023-04-21,52.05461120605469
2023-04-24,52.59895706176758
2023-04-25,51.75013732910156
2023-04-26,51.98078918457031
2023-04-27,52.40519714355469
2023-04-28,54.222774505615234
2023-05-01,54.02901840209961
2023-05-02,52.45132827758789
2023-05-03,51.593284606933594
2023-05-04,50.85519027709961
2023-05-05,51.61174011230469
2023-05-08,51.934669494628906
2023-05-09,52.87574005126953
2023-05-10,52.83884048461914
2023-05-11,52.40519714355469
2023-05-12,53.11561965942383
2023-05-15,56.33559799194336
2023-05-16,56.095706939697266
2023-05-17,56.409400939941406
2023-05-18,57.89482498168945
2023-05-19,57.4427490234375
2023-05-22,58.0793571472168
2023-05-23,57.544227600097656
2023-05-24,56.575477600097656
2023-05-25,55.45909118652344
2023-05-26,57.470428466796875
2023-05-30,56.28023910522461
2023-05-31,55.44986343383789
2023-06-01,56.5570182800293
2023-06-02,57.3966064453125
2023-06-05,56.15106964111328
2023-06-06,54.05670166015625
2023-06-07,54.71176528930664
2023-06-08,55.246891021728516
2023-06-09,56.17874526977539
2023-06-12,58.50376510620117
2023-06-13,59.684722900390625
2023-06-14,60.238304138183594
2023-06-15,61.02254104614258
2023-06-16,59.32490921020508
2023-06-20,58.37346649169922
2023-06-21,57.431358337402344
2023-06-22,57.11421203613281
2023-06-23,56.265380859375
2023-06-26,56.479915618896484
2023-06-27,57.93505859375
2023-06-28,57.477996826171875
2023-06-29,57.7764892578125
2023-06-30,57.71118927001953
2023-07-03,58.0003547668457
2023-07-05,56.73176956176758
2023-07-06,56.73176956176758
2023-07-07,56.22806930541992
2023-07-10,56.340003967285156
2023-07-11,56.95564651489258
2023-07-12,57.477996826171875
2023-07-13,57.85110855102539
2023-07-14,57.431358337402344
2023-07-17,56.85303497314453
2023-07-18,57.26345443725586
2023-07-19,55.8363037109375
2023-07-20,55.31393814086914
2023-07-21,55.60310745239258
2023-07-24,55.2952880859375
2023-07-25,54.3251953125
2023-07-26,54.073341369628906
2023-07-27,57.97236633300781
2023-07-28,59.18498611450195
2023-07-31,59.23162841796875
2023-08-01,60.92929458618164
2023-08-02,60.6401252746582
2023-08-03,63.6903076171875
2023-08-04,62.30047607421875
2023-08-07,63.90486145019531
2023-08-08,62.55232620239258
2023-08-09,62.36577606201172
2023-08-10,62.636268615722656
2023-08-11,62.356449127197266
2023-08-14,63.251914978027344
2023-08-15,61.09718704223633
2023-08-16,59.87525177001953
2023-08-17,60.56549835205078
2023-08-18,60.02448654174805
2023-08-21,61.09718704223633
2023-08-22,61.460975646972656
2023-08-23,61.71282196044922
2023-08-24,60.53751754760742
2023-08-25,60.089778900146484
2023-08-28,61.628875732421875
2023-08-29,61.93669509887695
2023-08-30,63.587711334228516
2023-08-31,66.03160858154297
2023-09-01,68.74598693847656
2023-09-05,66.12488555908203
2023-09-06,66.44203186035156
2023-09-07,59.175655364990234
2023-09-08,60.97593307495117
2023-09-11,59.987178802490234
2023-09-12,58.50406265258789
2023-09-13,59.12902069091797
2023-09-14,59.931209564208984
2023-09-15,59.464820861816406
2023-09-18,59.91255569458008
2023-09-19,60.5095329284668
2023-09-20,61.218448638916016
2023-09-21,61.05055236816406
2023-09-22,61.47030258178711
2023-09-25,60.76320266723633
2023-09-26,59.7921142578125
2023-09-27,60.61235046386719
2023-09-28,61.932281494140625
2023-09-29,62.17739486694336
2023-10-02,62.40366744995117
2023-10-03,61.67771911621094
2023-10-04,62.19625473022461
2023-10-05,62.80907440185547
2023-10-06,62.27167892456055
2023-10-09,62.44138717651367
2023-10-10,62.771366119384766
2023-10-11,65.58088684082031
2023-10-12,65.38290405273438
2023-10-13,64.51551818847656
2023-10-16,65.00578308105469
2023-10-17,64.99634552001953
2023-10-18,64.56268310546875
2023-10-19,63.044776916503906
2023-10-20,62.87507247924805
2023-10-23,61.51743698120117
2023-10-24,64.20440673828125
2023-10-25,63.26161575317383
2023-10-26,62.07369613647461
2023-10-27,64.2986831665039
2023-10-30,64.50609588623047
2023-10-31,64.3458251953125
2023-11-01,67.16478729248047
2023-11-02,67.70216369628906
2023-11-03,68.14529418945312
2023-11-06,67.06108093261719
2023-11-07,66.78765869140625
2023-11-08,67.74931335449219
2023-11-09,67.8813247680664
2023-11-10,68.27729034423828
2023-11-13,68.32441711425781
2023-11-14,70.34201049804688
2023-11-15,70.28544616699219
2023-11-16,71.26596069335938
2023-11-17,71.53936004638672
2023-11-20,72.65185546875
2023-11-21,71.70906066894531
2023-11-22,72.17102813720703
2023-11-24,71.72791290283203
2023-11-27,73.12326049804688
2023-11-28,72.54814910888672
2023-11-29,73.99063873291016
2023-11-30,74.57516479492188
2023-12-01,74.65057373046875
